Winner,TitleBout,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,BetterRank,draw_diff,avg_sig_str_pct_diff,avg_TD_pct_diff,M_DEC_diff,S_DEC_diff,U_DEC_diff,TKO_diff,odds_diff,ev_diff,Stance_diff
1,0,2,0,1,2,1,3,0,0,0,2.54,-5.08,-1,3.0,1.25,0.5,0,0,0.32000000000000006,0.25,0,2,0,0,-330.0,-97.8571,-1
1,0,0,0,0,-3,2,-17,0,0,2,2.54,2.54,0,-27.2083,0.7083,0.625,-1,0,0.07199999999999995,0.050000000000000044,0,1,-6,0,-330.0,-97.8571,0
0,0,-1,-1,0,-2,2,-10,0,0,0,2.54,7.62,8,31.6667,0.1667,-0.5,-1,0,0.06,-0.128,0,-1,-1,0,-400.0,-134.5455,0
0,0,0,0,-2,-5,2,-15,0,-3,1,0.0,7.62,8,-28.6111,1.0,0.1667,0,0,-0.261,-0.031,0,0,-3,0,310.0,84.3939,1
0,0,0,-1,-1,-1,0,-2,-1,-1,0,7.62,1.66,1,-56.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,550.0,216.6667,0
1,0,-2,0,1,7,-3,36,4,2,-1,-5.08,0.0,-6,-0.8009,-0.0909,2.4286,0,0,-0.11699999999999999,0.354,1,4,1,0,240.0,33.076899999999995,1
1,0,0,0,-2,-3,1,-7,-1,-2,0,7.62,7.62,-1,8.8,-0.2,-0.4,0,0,0.03400000000000003,-0.166,0,0,-1,0,310.0,84.3939,0
0,0,0,0,0,-1,2,-9,-1,1,-2,0.0,2.54,-1,-3.1667,-0.5,0.3333,0,0,0.07000000000000006,0.312,0,-1,1,0,-520.0,-204.2857,0
1,0,1,2,0,-3,4,-24,0,-1,0,-7.62,-2.54,-3,-17.8667,0.5667,-0.8333,-1,0,0.065,-0.13,0,-3,1,0,330.0,97.8571,0
0,0,1,0,3,7,-2,23,0,0,2,-5.08,-5.08,4,-23.9167,0.9167,2.5833,0,0,-0.017000000000000015,0.35,0,1,4,0,-420.0,-146.5217,0
1,0,0,0,0,0,1,-2,-1,1,-1,0.0,0.0,2,-22.0,-1.3333,-1.5,0,0,-0.012999999999999956,0.17699999999999994,0,0,0,0,450.0,164.1837,0
1,0,0,0,0,0,0,0,0,0,0,0.0,-7.62,-9,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,-220.0,-16.666700000000006,2
0,0,0,0,-1,-1,0,0,0,-1,0,-5.08,-5.08,-2,10.0,1.0,2.0,0,0,-0.14,0.28,0,0,0,0,-410.0,-140.5556,0
1,1,0,6,4,12,-3,40,-2,-4,9,10.16,-5.08,-4,-8.64,0.76,1.9,-1,0,0.009000000000000008,0.15500000000000003,-1,0,8,0,400.0,134.5455,-1
1,1,0,-2,-2,-2,0,-3,0,-2,0,-2.54,5.08,-4,-55.0,0.0,-1.0,0,0,0.0,0.0,0,0,0,0,2050.0,792.0,0
1,0,0,0,3,7,0,1,-4,2,5,5.08,-2.54,1,-5.0025,0.4167,-0.2328,-1,0,0.032999999999999974,-0.07200000000000001,0,-3,3,0,290.0,70.4839,1
0,0,0,0,-1,-4,2,-11,0,-4,0,2.54,-10.16,10,15.875,-0.25,-0.375,-1,0,0.02499999999999991,-0.125,0,1,-1,-2,330.0,97.8571,0
1,0,0,3,0,-4,2,-12,-1,-1,-2,5.08,0.0,10,21.4182,1.6727,0.7091,-1,0,-0.018000000000000016,0.195,0,1,-2,0,-10.0,-8.281599999999997,0
1,0,0,0,3,4,-1,17,6,1,1,-2.54,-2.54,-3,6.6071,-0.75,-0.7262,0,0,-0.10899999999999999,-0.246,0,0,2,0,-240.0,-33.076899999999995,0
1,0,0,0,0,0,1,-2,0,-2,0,7.62,7.62,-2,20.25,-0.9167,0.75,-1,0,0.08700000000000002,0.21699999999999997,0,2,0,0,-345.0,-105.9459,2
0,0,0,-1,-1,-4,3,-15,0,-2,0,0.0,-5.08,-2,-30.5714,-0.1429,-1.7143,0,0,0.0,0.0,0,0,-2,0,330.0,97.8571,0
0,0,2,1,0,0,4,-10,0,0,0,-5.08,-5.08,-1,5.6,0.4,-1.6,0,0,0.26000000000000006,-0.5,0,0,0,0,-330.0,-97.8571,0
0,0,1,0,0,0,1,-3,0,0,0,-7.62,-15.24,2,-32.0,0.0,-4.0,0,0,0.0,0.0,0,0,0,0,-270.0,-56.034499999999994,-2
0,0,2,0,0,-3,6,-27,0,0,0,-5.08,-5.08,9,-3.9338,-0.1103,-1.375,0,0,-0.196,-0.35900000000000004,0,-1,-2,0,-565.0,-222.7419,-1
1,0,2,0,-4,-1,0,-1,-4,-2,0,-12.7,-17.78,8,19.3712,-0.4848,-1.5985,-1,0,-0.01200000000000001,-0.36100000000000004,0,2,-1,0,-290.0,-70.4839,-1
0,0,1,4,-2,3,0,10,-1,2,-2,10.16,12.7,-3,-10.6779,0.2019,-0.7981,-1,0,-0.134,-0.07500000000000001,0,-1,4,0,385.0,127.381,0
1,0,-1,-1,-1,0,-1,6,0,2,0,2.54,0.0,5,5.9444,-0.1111,-3.1667,-1,0,-0.04099999999999998,-0.168,0,1,-3,0,-385.0,-127.381,0
1,0,0,-3,0,1,-1,0,0,3,0,7.62,5.08,3,-10.8333,0.0,-0.75,-1,0,0.030000000000000027,-0.125,0,-1,-1,0,345.0,105.9459,-1
0,0,0,1,1,1,-1,7,0,0,0,-2.54,-2.54,2,-0.6667,1.0,0.3333,0,0,-0.10999999999999999,0.333,0,0,1,0,280.0,63.333299999999994,0
0,0,2,0,-4,-9,7,-43,0,-1,-1,2.54,-2.54,4,-40.125,-0.4375,-2.25,0,0,0.0,0.0,0,-2,-5,0,-10.0,-8.281599999999997,-1
0,0,0,-1,-1,0,-2,-3,0,2,2,-5.08,5.08,4,-27.0794,0.2698,-0.5238,-1,0,0.11299999999999999,-0.11599999999999999,0,0,-4,0,330.0,97.8571,1
0,0,2,1,1,1,0,5,0,1,0,7.62,7.62,10,59.6667,0.0,0.0,0,0,0.03699999999999998,0.0,0,0,0,0,-450.0,-164.1837,0
0,0,0,1,1,1,1,0,0,0,0,10.16,2.54,6,-10.0,0.0,5.5,0,0,0.15500000000000003,0.35,0,-1,2,0,-535.0,-210.5172,0
0,0,0,1,1,2,-2,13,0,1,0,5.08,10.16,6,31.2,0.2,0.6,0,0,0.192,0.298,0,0,1,0,430.0,152.4468,0
0,0,0,-1,-1,-3,2,-13,0,-1,0,0.0,-7.62,6,-37.6,0.0,-1.2,-1,0,0.0,0.0,0,-1,-1,0,520.0,204.2857,1
1,0,0,-1,1,3,-4,9,1,0,3,-10.16,-5.08,-4,-60.2222,0.8889,-0.2778,0,0,-0.0040000000000000036,-0.389,0,1,-1,0,1200.0,485.7143,0
0,0,-1,0,3,3,0,7,0,-1,2,-2.54,-7.62,-1,3.0,0.3333,1.1667,0,0,-0.136,0.309,0,0,2,0,-660.0,-272.2222,0
0,0,0,2,0,-1,0,-3,0,3,-6,2.54,2.54,-2,19.5972,-0.7778,-0.9861,-1,0,-0.22099999999999997,-0.6529999999999999,0,0,2,0,338.0,106.5287,2
0,0,1,2,0,-1,2,-7,0,-1,2,-5.08,-2.54,1,-36.1,3.0,-0.6,-1,0,-0.129,0.65,0,0,-2,0,-400.0,-134.5455,0
0,0,0,-1,-1,0,-2,6,0,0,1,2.54,0.0,-6,-1.25,-0.2917,0.0417,0,0,-0.03400000000000003,-0.034,-1,0,0,0,345.0,105.9459,1
1,0,0,0,0,0,0,0,0,-1,0,7.62,7.62,-8,18.5,0.0,0.5,0,0,0.08000000000000002,0.5,0,0,1,0,900.0,380.0,0
1,0,-1,-1,0,0,1,-2,-1,-1,1,5.08,0.0,-2,14.8333,1.5,0.5,0,0,-0.07800000000000007,0.25,0,0,0,0,270.0,56.034499999999994,1
0,0,0,0,0,0,0,0,0,0,0,7.62,12.7,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,-270.0,-58.5714,-1
1,0,0,0,-2,-2,0,-5,0,0,-1,-2.54,0.0,3,-10.0,1.6667,1.0,0,0,-0.030000000000000027,0.25,0,0,-1,0,355.0,112.36840000000001,1
1,0,-1,-1,1,2,-3,14,0,0,1,-2.54,-7.62,-10,6.6667,-0.3333,-0.1667,-1,0,0.03699999999999998,-0.04200000000000004,0,-1,2,0,640.0,261.4286,0
0,0,1,0,0,0,1,-1,0,0,0,0.0,-2.54,1,-2.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,-385.0,-127.381,-2
1,0,0,0,0,0,0,0,0,0,0,-17.78,-10.16,-1,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,-320.0,-91.1765,0
1,0,0,0,0,0,-2,5,0,0,0,5.08,2.54,-1,2.0,0.0,-10.3333,0,0,-0.27699999999999997,-0.45299999999999996,0,1,-1,0,640.0,261.4286,0
1,0,0,-1,-1,-3,3,-13,0,-1,0,-12.7,-2.54,4,-62.6667,0.0,0.0,0,0,0.0,0.0,0,0,-2,0,410.0,140.5556,-1
0,1,0,-1,-1,1,-2,3,1,-1,0,0.0,0.0,14,14.75,0.0,-1.2614,-1,0,-0.14599999999999996,-0.03799999999999998,0,-1,3,0,-240.0,-33.076899999999995,1
0,0,0,0,-2,-2,-1,-6,-2,1,-2,0.0,7.62,2,-12.8712,-0.1591,-0.2273,-1,0,0.15200000000000002,0.089,0,0,-1,0,-260.0,-48.5714,0
0,0,1,0,-2,-3,2,-15,0,-1,0,10.16,15.24,8,-1.4583,-0.125,4.5,-1,0,-0.050000000000000044,0.43700000000000006,-2,0,0,0,-1110.0,-454.375,1
1,0,0,0,2,11,-4,34,-4,1,3,-5.08,-2.54,-3,-3.2587,1.1364,0.6853,0,0,-0.08900000000000002,0.369,0,1,6,0,430.0,152.4468,-1
1,0,0,1,0,-1,0,2,0,-2,0,-2.54,-7.62,-2,13.5,-0.25,-0.1667,-1,0,-0.193,0.03300000000000003,0,0,1,0,490.0,187.26420000000002,0
0,0,3,1,-1,-6,6,-23,0,-6,1,-10.16,2.54,-6,-13.3125,0.875,0.625,-1,0,-0.014000000000000012,-0.096,0,0,-1,0,535.0,210.5172,0
1,0,-1,-1,-3,-4,1,-12,-1,-1,0,10.16,17.78,4,-37.8333,1.0,-0.6667,0,0,-0.125,-0.095,0,-1,-2,0,975.0,406.8182,0
1,0,0,1,-2,-4,4,-13,0,-5,2,-2.54,2.54,4,-9.1,1.0,-0.2,0,0,0.03600000000000003,-0.1,0,0,-1,0,300.0,77.5,-1
0,0,2,1,-1,-1,1,-2,0,-1,0,-2.54,-2.54,-1,24.25,0.0,0.5833,0,0,-0.118,0.08299999999999996,0,-1,1,0,-250.0,-40.9259,0
1,0,0,0,0,0,0,0,0,0,0,5.08,17.78,-4,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,450.0,164.1837,0
1,0,0,0,0,0,0,0,0,0,0,10.16,17.78,-4,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,460.0,170.0,0
0,0,1,0,-4,-9,7,-40,-1,-4,0,2.54,-7.62,3,-42.6875,-0.0625,-0.4375,-1,0,0.0,0.0,0,0,-5,0,310.0,84.3939,1
0,1,1,0,-1,-1,2,-5,-1,0,0,-5.08,-2.54,-6,-18.0,-1.0,-0.5,0,0,-0.118,0.14200000000000002,0,0,-1,0,-320.0,-91.1765,0
1,0,1,0,-2,-2,2,-8,0,-1,0,7.62,-5.08,3,-29.25,0.0,0.0,0,0,0.0,0.0,0,0,-1,0,640.0,261.4286,2
1,0,0,1,-2,-4,3,-18,1,1,0,0.0,2.54,0,3.8462,0.0,0.5897,0,0,-0.03199999999999997,0.13899999999999998,0,-2,-3,0,10.0,8.281599999999997,0
1,0,0,0,0,0,0,-2,0,1,0,-2.54,-12.7,-3,-24.0,-2.0,-4.0,0,0,-0.07999999999999996,-0.8,0,0,-1,0,355.0,112.36840000000001,0
1,0,2,0,-1,-1,2,-7,0,0,0,10.16,12.7,3,-14.75,0.0,1.0,0,0,-0.135,0.5,0,0,-1,0,620.0,250.5882,-1
1,0,0,-2,-2,-4,3,-15,0,-1,-2,-10.16,0.0,1,-48.8571,-0.5714,-0.5714,0,0,0.0,0.0,0,0,-1,0,975.0,406.8182,-1
0,0,-2,0,0,-1,1,-8,0,-1,-2,2.54,-2.54,3,-5.6873,-0.1548,0.192,0,0,-0.062,-0.05500000000000005,0,0,2,0,-270.0,-56.034499999999994,0
1,0,0,0,-1,-1,-1,0,0,0,0,10.16,12.7,-8,-37.0,0.0,1.0,-1,0,0.0040000000000000036,0.064,0,0,-1,0,845.0,353.7234,0
1,0,0,0,-6,-8,6,-42,-2,1,0,-5.08,-2.54,13,18.2222,-0.5556,-2.1667,0,0,0.127,-0.419,0,-3,-6,0,-630.0,-256.0145,-1
0,0,0,1,1,1,0,3,-1,1,-2,-10.16,5.08,5,16.9333,0.1111,0.7333,-1,0,0.04099999999999998,-0.065,0,1,1,0,-270.0,-56.034499999999994,1
1,0,1,1,2,2,4,7,3,-1,0,-7.62,-12.7,3,18.6316,-0.208,2.2105,0,0,0.009000000000000008,0.138,1,0,2,0,-270.0,-56.034499999999994,-1
1,0,0,0,0,-1,1,-3,0,0,-2,2.54,-2.54,3,34.25,-0.75,1.0,-1,0,0.04199999999999998,0.025000000000000022,0,0,1,0,-300.0,-77.5,0
1,0,2,1,-2,-4,4,-17,0,-2,-1,-12.7,-7.62,4,-17.9762,-0.1429,2.7619,0,0,-0.14400000000000002,0.26,0,0,-1,0,565.0,222.7419,0
0,0,3,0,1,-1,3,-23,-11,-4,-2,-7.62,0.0,0,1.8417,-0.25,-0.4333,0,0,-0.196,-0.06000000000000005,0,0,5,-1,-250.0,-40.9259,0
1,0,2,1,-2,-8,8,-49,0,1,-3,7.62,2.54,7,-10.3106,0.2484,-2.3665,0,0,0.03500000000000003,-0.306,0,-3,-3,0,-640.0,-261.4286,-1
0,0,0,0,-2,-2,1,-7,-1,-3,1,-2.54,-7.62,15,-13.5,1.0,0.6,0,0,0.0020000000000000018,0.7,0,0,0,0,-695.0,-288.6842,-1
0,0,0,0,0,0,0,-1,0,0,0,-5.08,-7.62,0,-16.0,0.0,0.0,0,0,-0.05000000000000002,0.0,0,0,0,0,-810.0,-337.7778,-1
1,0,0,0,0,0,0,0,0,0,0,2.54,12.7,-4,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,250.0,40.9259,0
1,0,-1,-2,2,1,2,0,0,1,-1,-5.08,-2.54,0,19.7,-0.8333,0.6333,0,0,-0.006000000000000005,-0.02400000000000002,0,0,1,0,230.0,25.0,0
0,0,0,0,-1,-1,0,-5,0,0,0,-5.08,-5.08,6,-43.5,-1.0,0.0,0,0,-0.26500000000000007,0.0,-1,0,0,0,300.0,77.5,-2
1,0,2,0,0,1,0,-5,-2,0,0,-7.62,-12.7,2,-0.3095,0.0,0.0952,-1,0,0.10499999999999998,-0.22600000000000003,0,1,0,0,1005.0,417.4561,1
0,0,4,2,-5,-12,7,-33,-5,-7,-2,0.0,2.54,7,16.303,-0.2273,0.5303,-1,0,0.02999999999999997,0.16300000000000003,0,-1,-2,0,-420.0,-146.5217,0
0,0,0,0,-1,-7,3,-25,0,-2,1,-7.62,-10.16,6,2.3193,-0.1849,2.5378,-1,0,0.06899999999999995,0.12799999999999995,0,-2,-4,0,-440.0,-158.3333,1
0,0,0,0,4,12,-4,38,3,4,2,-5.08,0.0,-2,-21.2857,0.3714,1.2571,-1,0,-0.029000000000000026,0.188,0,0,6,0,-370.0,-120.0,1
0,0,1,0,-1,-1,3,-2,0,-1,1,10.16,7.62,6,7.3896,0.7143,0.3377,0,0,0.10099999999999998,0.040999999999999995,0,-1,0,0,-685.0,-297.2222,1
0,0,0,0,0,1,-3,10,0,1,0,12.7,7.62,-3,6.8333,0.1667,-0.5,0,0,-0.024999999999999967,-0.5,0,0,0,0,-660.0,-272.2222,-1
1,0,2,0,-2,-7,9,-43,0,0,-2,-5.08,-10.16,2,-46.125,-0.75,-0.5625,0,0,0.0,0.0,0,-2,-3,0,580.0,228.75,1
0,0,0,0,-1,-2,0,-7,0,-1,2,7.62,12.7,-2,-27.4286,0.1714,-1.9429,0,0,-0.17099999999999999,-0.508,0,0,-3,0,940.0,395.9524,0
0,0,-3,0,2,2,-3,10,0,0,1,5.08,0.0,-3,-33.3333,0.6667,1.6667,0,0,0.007000000000000006,0.222,0,1,0,0,220.0,16.666700000000006,2
1,0,0,0,0,0,0,0,0,0,0,-10.16,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,510.0,198.6364,-1
0,0,-1,0,0,0,-1,3,0,0,0,2.54,-12.7,4,99.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,-220.0,-16.666700000000006,0
0,0,-2,-6,-2,-2,-5,14,1,-2,0,-12.7,-17.78,-11,2.2143,0.0714,0.1364,-1,0,-0.14999999999999997,-0.014000000000000012,0,-1,1,0,280.0,63.333299999999994,0
1,0,2,4,-1,-1,2,-1,0,-3,0,-2.54,-17.78,-6,20.0,-0.1571,0.1286,-1,0,-0.08299999999999996,0.12600000000000003,0,1,1,0,460.0,170.0,0
1,0,-2,0,2,8,-8,44,1,3,-1,-10.16,-15.24,-5,8.303,-0.1667,0.5152,0,0,-0.02400000000000002,0.309,0,2,4,1,270.0,56.034499999999994,2
1,0,-1,0,1,1,0,0,0,1,1,5.08,2.54,-4,-11.9167,0.25,-1.75,0,0,0.30999999999999994,-0.19999999999999996,0,0,-1,0,580.0,242.2131,1
0,0,0,0,0,0,4,-17,-1,1,1,-5.08,-2.54,2,-15.625,-0.5,-4.375,-1,0,-0.007000000000000006,-0.669,0,0,-2,0,330.0,101.1765,-1
1,0,0,0,0,0,-3,10,0,-1,0,2.54,-10.16,-8,6.25,0.0,-0.75,0,0,-0.245,-0.43700000000000006,0,0,1,0,1020.0,422.7586,0
0,0,0,0,0,0,0,0,0,-1,0,0.0,10.16,-2,10.0,-0.3333,5.0,0,0,-0.11300000000000004,0.35000000000000003,0,-1,2,0,-230.0,-25.0,0
1,0,-2,0,1,1,-3,10,0,1,0,-2.54,5.08,0,23.75,0.0,2.5,0,0,0.0,0.0,0,0,0,0,-385.0,-127.381,0
1,0,3,0,-2,-5,5,-28,-1,-1,-3,0.0,2.54,2,-30.9,-0.6,-0.5,-1,0,0.0,0.0,0,-1,0,0,385.0,127.381,-1
0,0,0,0,-2,-2,0,-2,0,0,-1,2.54,2.54,6,38.75,0.25,-0.75,0,0,-0.07,-0.17,0,0,0,0,-680.0,-282.973,0
1,0,1,0,0,0,1,-3,0,0,0,0.0,0.0,5,-31.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,370.0,120.0,1
0,1,0,9,3,5,-2,4,-8,4,2,10.16,-2.54,5,9.6319,0.1042,-1.0833,-1,0,0.024999999999999967,-0.07600000000000001,0,1,-2,0,270.0,56.034499999999994,0
1,0,-1,-1,2,0,1,-3,0,0,0,-2.54,2.54,-3,18.75,-0.8,-5.2,-1,0,-0.066,-0.712,0,1,-1,0,520.0,204.2857,0
1,0,2,0,1,-1,0,13,-5,-6,1,0.0,0.0,2,13.2319,0.2754,1.1413,-1,0,0.01100000000000001,0.339,0,0,4,-1,338.0,102.4444,1
1,0,-1,-1,0,0,-2,4,0,0,0,-5.08,15.24,-3,-10.3333,0.0,0.0,0,0,-0.22300000000000003,0.0,0,0,0,0,490.0,187.26420000000002,-2
0,0,0,0,0,-3,1,-8,0,-2,-2,-5.08,2.54,3,10.1795,-0.3248,-0.4615,0,0,-0.20200000000000007,-0.185,0,1,0,0,-260.0,-48.5714,0
1,0,0,-1,-7,-8,2,-26,0,-1,-1,2.54,2.54,5,-47.0,-0.2,-1.1,-1,0,0.0,0.0,0,-2,-4,0,-480.0,-181.5385,0
0,0,0,0,-1,-2,1,-5,0,-2,0,0.0,-5.08,8,-2.0,1.3,3.0,-1,0,0.11199999999999999,0.915,0,0,0,0,0.0,0.0,-1
0,0,0,-2,-3,-9,5,-33,0,-2,-2,-7.62,-12.7,6,-28.2857,-0.5714,-1.0714,-1,0,0.0,0.0,0,-1,-4,0,695.0,288.6842,-1
1,0,0,0,0,0,0,0,0,0,0,0.0,5.08,-5,48.0,0.0,2.0,0,0,0.35,-0.7,0,-1,1,0,338.0,102.4444,0
1,0,1,0,0,0,1,-3,0,0,0,-5.08,-5.08,-10,3.5,0.0,-0.5,0,0,-0.06,-0.125,0,0,0,0,480.0,181.5385,0
1,0,0,0,-1,0,1,-4,-1,0,1,-7.62,-7.62,-7,-8.0128,0.0321,0.1923,-1,0,0.06,0.032999999999999974,0,0,-1,1,550.0,216.6667,0
1,0,0,3,3,3,0,4,0,1,3,2.54,5.08,-3,-55.0,0.75,2.25,-1,0,0.10500000000000004,0.56,0,-1,0,0,-845.0,-353.7234,0
1,0,0,0,1,5,0,8,0,2,2,5.08,5.08,-4,6.5595,0.1786,-1.4048,0,0,0.19499999999999995,-0.21,0,1,0,0,250.0,40.9259,1
0,0,0,0,1,3,-3,14,0,1,0,5.08,0.0,2,15.5714,0.2857,1.8571,0,0,-0.15100000000000002,0.417,0,0,2,0,510.0,198.6364,0
0,0,-1,0,3,4,-2,16,0,1,0,2.54,-7.62,-10,40.1667,0.0,2.1667,0,0,0.0,0.0,0,1,2,0,-610.0,-245.1493,2
1,0,0,0,0,0,-1,1,0,1,0,7.62,10.16,1,-12.3333,0.0,-0.5,0,0,0.027000000000000024,-0.08,0,0,-1,0,310.0,84.3939,0
1,0,0,0,0,-1,2,-4,0,-1,0,-2.54,12.7,3,-19.1667,0.1667,1.8333,-1,0,-0.02200000000000002,0.397,0,0,0,0,1155.0,470.0746,0
1,0,-1,0,2,5,-5,26,0,2,1,-2.54,2.54,6,0.7639,-0.4167,-0.9028,0,0,-0.05900000000000005,-0.11699999999999999,0,1,1,1,-280.0,-63.333299999999994,0
0,0,1,2,1,-1,3,-13,0,0,-2,-7.62,-7.62,10,-5.8333,-0.5,-2.3333,0,0,-0.041999999999999926,-0.428,0,1,0,0,-290.0,-70.4839,0
0,0,-1,0,-1,-2,0,-4,0,0,-1,0.0,2.54,3,-17.6,0.4667,-0.3333,0,0,-0.05499999999999999,-0.11299999999999996,0,0,-1,0,240.0,33.076899999999995,-1
1,0,1,1,0,0,1,-2,0,-1,0,0.0,-2.54,0,33.0,0.0,0.0,0,0,-0.17499999999999993,0.0,0,1,0,0,510.0,198.6364,1
0,0,1,0,0,0,1,-5,0,0,0,0.0,-2.54,-5,-15.5,-0.5,-2.5,0,0,-0.07500000000000001,-0.5,0,0,0,0,535.0,210.5172,0
1,1,0,-3,5,2,-1,13,2,1,0,0.0,-7.62,1,9.1333,0.0667,-1.0833,-1,0,-0.01100000000000001,-0.169,0,0,1,0,310.0,84.3939,0
1,1,0,-4,-4,0,-3,-5,-5,-1,2,-12.7,-7.62,4,-51.9714,0.5,1.4143,-1,0,0.11699999999999994,0.36,0,0,-1,0,355.0,112.36840000000001,0
1,0,0,-3,-3,-9,2,-27,-1,2,-8,-5.08,5.08,7,35.3237,-0.4615,-1.1795,-1,0,-0.038000000000000034,-0.02699999999999997,0,0,-3,0,10.0,8.281599999999997,1
1,0,0,5,1,-9,6,-59,-7,-2,-2,12.7,7.62,11,-5.1905,0.6905,-1.8095,-1,0,0.04200000000000004,0.19,0,2,-7,0,260.0,48.5714,0
0,0,-1,-5,-3,-4,-1,-7,0,-1,0,0.0,2.54,-8,-21.3214,0.0,1.0,-1,0,-0.013999999999999957,0.08100000000000002,0,-1,-2,0,320.0,91.1765,1
0,0,0,1,-1,-3,1,-6,0,-1,-3,-2.54,-2.54,8,32.0,0.5,0.625,0,0,-0.034999999999999976,-0.035999999999999976,0,1,0,0,0.0,0.0,0
1,0,2,0,0,0,2,-5,0,0,0,-12.7,-5.08,-8,-39.5,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0
1,0,0,2,-2,-3,1,-8,0,2,-3,-10.16,-12.7,-2,28.5714,-0.7143,-0.1429,0,0,0.04099999999999998,-0.071,0,1,-3,0,675.0,291.831,0
0,0,0,0,2,2,-2,8,0,1,1,10.16,10.16,5,-30.6,0.2,0.4,-1,0,0.134,0.2,0,0,0,0,-300.0,-77.5,0
0,0,0,0,-1,-1,0,0,1,0,-2,-2.54,-2.54,0,21.75,-1.75,4.3333,0,0,0.03999999999999998,0.413,0,0,1,0,250.0,40.9259,-1
0,0,0,0,0,0,1,-4,0,-1,1,-10.16,-15.24,8,-45.5,1.0,1.0,0,0,-0.415,1.0,0,0,0,0,-695.0,-288.6842,0
1,0,0,-1,-4,-7,1,-23,1,-4,0,2.54,-12.7,3,-14.1667,-0.1667,-0.5,-1,0,-0.13,-0.2,0,0,-3,0,1050.0,433.3333,-1
1,0,0,-3,2,9,-7,46,1,2,0,0.0,5.08,-6,-17.2356,0.3867,0.2311,-1,0,-0.044999999999999984,-0.03899999999999998,0,2,5,0,755.0,311.1905,-1
1,0,3,1,-2,-3,3,-24,-1,-1,0,-5.08,-12.7,3,-16.6667,0.3333,-0.6667,-1,0,0.09899999999999998,-0.305,-1,0,-1,0,300.0,77.5,1
1,0,1,2,-1,-2,-2,-5,-2,-1,0,10.16,7.62,0,-7.8,0.0,-0.5,-1,0,-0.16599999999999998,-0.14100000000000001,0,1,-2,-1,725.0,300.0,0
0,0,0,0,0,-10,8,-34,0,-3,-7,0.0,-2.54,5,8.713,-0.6174,-0.8174,0,0,-0.0010000000000000009,-0.136,0,0,0,-1,-310.0,-84.3939,-1
0,0,0,0,-4,-8,7,-30,0,-4,-1,2.54,0.0,7,31.3889,-0.2222,-1.2222,-1,0,0.07899999999999996,-0.378,0,-1,-2,-1,-230.0,-25.0,0
1,0,1,4,-1,-4,3,-26,-1,2,-4,2.54,-7.62,5,5.1059,-0.9,-1.8235,-1,0,0.125,-0.294,0,-1,-1,0,230.0,25.0,-1
0,0,0,1,0,-3,4,-23,0,-2,1,5.08,12.7,5,-13.0,0.8889,0.6667,-1,0,0.08700000000000002,0.39299999999999996,0,-2,0,0,220.0,16.666700000000006,0
1,0,0,0,-1,-2,1,-10,0,0,-1,10.16,15.24,2,-40.75,-0.5,-2.25,0,0,0.02200000000000002,-0.62,0,0,-1,0,520.0,204.2857,0
0,0,2,1,0,0,1,-2,-1,0,0,-12.7,-17.78,7,0.6667,0.0,-0.8333,-1,0,-0.10500000000000001,0.33299999999999996,0,0,0,0,0.0,0.0,0
1,0,1,0,-3,-4,2,-14,-1,0,-1,2.54,0.0,0,-34.0,-0.8333,-0.6667,-1,0,0.0,0.0,0,-1,-2,0,535.0,210.5172,0
1,0,0,0,0,1,-1,0,0,1,0,-5.08,0.0,-4,-38.2286,0.9429,-0.4,0,0,-0.08699999999999997,-0.266,0,0,0,0,600.0,239.697,1
1,0,-1,-1,-1,-1,0,-3,0,0,0,15.24,15.24,3,-5.0,-1.0,-1.0,0,0,-0.015000000000000013,-0.08,0,0,-1,0,-280.0,-63.333299999999994,0
1,1,0,-8,-8,-7,0,-36,-11,-2,-1,2.54,-2.54,-2,-35.7083,0.025,0.1083,-1,0,-0.14300000000000002,0.04799999999999999,0,-1,-3,0,1800.0,690.9091,-1
1,0,1,2,-1,-1,2,-11,-1,0,0,-5.08,-7.62,-7,-13.3,2.0,-0.8,-1,0,0.318,0.40800000000000003,0,0,-1,0,-240.0,-33.076899999999995,0
0,0,0,4,1,1,-1,9,1,2,-4,-2.54,2.54,11,30.95,-0.875,-0.975,1,0,-0.09100000000000003,-0.10000000000000003,0,0,3,0,490.0,187.26420000000002,0
