Winner,TitleBout,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,BetterRank,draw_diff,avg_sig_str_pct_diff,avg_TD_pct_diff,M_DEC_diff,S_DEC_diff,U_DEC_diff,TKO_diff,odds_diff,ev_diff,Stance_diff
0,0,-1,0,0,0,-1,0,0,0,-1,5.08,0.0,5,1.31,-1.5,3.05,0,1,0.10999999999999999,0.25,0,0,1,0,230.0,25.0,-1
0,0,-1,1,0,-5,-4,-18,0,-1,-3,7.62,7.62,-7,2.38,0.3,0.57,0,0,0.07,0.030000000000000027,0,0,-1,0,-370.0,-120.0,0
1,0,0,1,1,1,0,5,0,0,-1,2.54,15.24,4,-1.01,-0.3,0.6,0,0,0.020000000000000018,0.25,0,0,2,0,-440.0,-158.3333,-1
0,0,0,3,2,1,-1,-6,1,-1,0,-12.7,-5.08,3,-0.72,0.0,0.52,-1,0,-0.030000000000000027,0.08000000000000002,0,1,1,0,515.0,199.2857,0
0,0,0,-2,1,-4,-5,-15,0,-1,0,2.54,15.24,-9,-0.83,0.4,-0.32,0,0,0.0,-0.020000000000000018,0,1,-4,0,-620.0,-250.5882,0
1,0,0,0,0,-2,-2,-10,0,-3,1,2.54,-2.54,5,-1.26,0.6,0.28,0,0,0.040000000000000036,-0.15000000000000002,0,-1,1,0,-425.0,-151.5217,1
1,0,0,-3,-3,-3,0,-9,0,0,0,2.54,-5.08,-1,0.59,0.0,-0.23,0,0,0.030000000000000027,-0.08000000000000002,0,1,-4,0,425.0,151.5217,0
0,0,1,-2,0,-2,1,-3,0,0,-3,2.54,7.62,-2,0.67,-2.2,2.74,0,0,0.11000000000000004,0.41,0,0,1,0,-315.0,-86.1765,0
1,0,0,-3,-3,-3,1,-2,0,-3,0,5.08,0.0,7,-0.96,1.4,0.0,0,0,0.06,0.0,0,-1,1,0,595.0,239.2308,-2
0,0,0,-2,-2,-2,0,-6,0,0,0,-7.62,-7.62,-8,0.74,-0.5,-1.89,0,0,-0.010000000000000009,-0.12999999999999995,0,0,-2,0,480.0,181.5385,-1
0,0,0,0,-1,-8,-9,-51,-1,1,-1,-5.08,-2.54,-2,-2.19,0.4,1.24,0,0,0.06,0.19,0,-1,-7,0,-230.0,-25.0,-2
1,0,0,0,-2,-5,-2,-12,0,-1,-1,-2.54,-12.7,9,-0.17,-0.8,-0.82,0,1,0.020000000000000018,-0.010000000000000009,0,-1,-2,0,605.0,244.697,0
1,0,-2,1,1,2,0,6,0,0,0,-2.54,-5.08,2,-0.14,0.5,-0.21,0,0,0.15000000000000002,-0.07,0,0,2,0,-515.0,-199.2857,0
0,0,1,0,-1,-6,-7,-22,-3,-8,0,-2.54,-12.7,-5,0.95,-0.1,1.88,0,1,0.18,0.03999999999999998,0,1,1,0,-1375.0,-562.5,0
1,0,-1,1,-3,-2,0,1,0,-2,0,-15.24,-17.78,0,-0.78,-0.2,2.17,0,0,-0.14999999999999997,0.18,-1,0,1,0,460.0,170.0,0
1,0,0,0,-1,0,1,4,0,-1,1,2.54,0.0,-4,0.09,0.8,0.86,0,0,0.10000000000000003,-0.15000000000000002,0,-1,1,0,-450.0,-164.1837,-1
0,1,0,-4,-6,-17,-6,-52,-1,-6,-8,2.54,10.16,-13,1.65,-0.7,-1.39,-1,0,0.06000000000000005,0.26999999999999996,0,-1,-2,0,-410.0,-140.5556,0
1,1,0,-4,-4,-6,-1,-30,-10,-4,-1,2.54,5.08,-6,0.11,0.7,-0.56,-1,0,-0.040000000000000036,0.13,0,-1,0,0,1080.0,434.127,1
1,0,-1,0,3,5,2,36,3,1,-1,5.08,5.08,2,0.62,-0.4,-2.24,-1,0,-0.050000000000000044,0.15999999999999998,0,0,5,0,300.0,77.5,2
0,0,1,-2,1,8,4,32,0,-1,4,-2.54,-2.54,-1,0.08,0.6,1.31,0,0,0.030000000000000027,-0.5900000000000001,0,1,4,0,-220.0,-16.666700000000006,0
1,0,1,-2,1,3,2,17,0,-1,0,-2.54,7.62,10,-4.21,0.5,2.16,0,0,-0.08000000000000002,0.12999999999999998,0,1,3,0,350.0,107.36840000000001,1
0,0,-1,1,-2,-2,-2,-7,0,-1,0,-5.08,-2.54,-1,-0.1,0.3,-0.86,0,1,0.04999999999999999,-0.54,0,0,-1,0,410.0,140.5556,0
1,0,0,0,0,1,1,3,0,2,0,0.0,10.16,8,1.1,0.6,1.27,0,0,0.28,0.4,0,0,-1,0,-370.0,-120.0,-1
1,0,0,1,-2,-5,-1,-10,0,-1,-4,-12.7,-5.08,0,-0.12,-1.0,4.88,0,0,0.030000000000000027,-0.04999999999999999,0,0,0,0,520.0,195.5172,0
1,0,0,0,0,-3,-1,-18,0,3,-3,-5.08,-7.62,-2,2.25,-0.8,-1.45,0,0,-0.10999999999999999,0.0,0,-3,0,0,220.0,16.666700000000006,0
0,0,1,0,0,0,1,0,0,0,0,-5.08,-5.08,12,2.27,-0.5,-3.6,0,0,-0.09999999999999998,-0.58,0,0,0,0,280.0,63.333299999999994,0
0,0,1,0,1,1,1,6,0,0,0,2.54,10.16,-7,0.48,0.4,-0.93,0,0,-0.05999999999999994,0.14,0,0,1,0,280.0,63.333299999999994,1
1,0,0,0,0,-2,-1,-16,0,2,0,-12.7,-5.08,1,-1.38,-0.2,-0.45,-1,0,-0.07999999999999996,-0.63,0,-1,-3,0,320.0,91.1765,0
0,0,-2,5,-1,-3,-4,-19,0,-2,-2,0.0,2.54,-2,0.73,-0.1,3.76,-1,0,0.02999999999999997,0.2,0,-1,2,0,-720.0,-285.6098,0
0,0,0,0,-2,-3,-1,-11,-1,0,0,0.0,0.0,1,1.31,-0.5,-0.36,0,0,-0.10000000000000003,-0.66,0,-2,-1,0,425.0,147.4468,0
1,0,2,-1,1,2,3,12,0,1,-1,7.62,0.0,5,0.23,-2.2,-2.74,0,0,0.22999999999999998,-0.15000000000000002,0,0,2,0,230.0,25.0,0
1,0,0,0,0,-2,0,0,0,-1,-1,-5.08,-20.32,-1,0.19,0.3,-1.27,0,0,0.020000000000000018,-0.27,0,0,0,0,370.0,120.0,0
1,0,-1,0,-4,-6,-3,-16,0,-4,-1,7.62,-5.08,-7,-3.34,-0.2,-0.63,0,0,-0.36000000000000004,-0.33,0,0,-1,0,495.0,183.6364,0
0,0,2,0,-1,0,3,10,1,0,-2,-2.54,-2.54,-1,1.87,-0.6,-0.74,0,0,0.06,-0.05000000000000002,0,1,1,0,10.0,8.281599999999997,0
1,0,0,0,-3,-3,1,-3,0,0,-2,-2.54,7.62,-2,0.16,-1.1,-0.26,0,0,-0.10000000000000003,-0.030000000000000027,0,0,-1,0,320.0,91.1765,0
1,0,0,-2,-2,-3,-2,-15,0,0,-2,-10.16,-7.62,-5,-0.72,0.4,2.11,0,-1,0.030000000000000027,0.13999999999999996,0,0,-1,0,1285.0,511.8421,1
0,0,-1,0,0,0,-1,-1,0,0,0,-5.08,-2.54,-3,3.58,0.8,4.1,0,0,0.06000000000000005,-0.63,0,0,0,0,-300.0,-77.5,1
0,0,0,0,1,3,1,11,0,2,-1,-10.16,-5.08,1,1.38,-1.5,3.0,0,0,0.12,0.15999999999999998,0,1,1,0,-230.0,-25.0,0
1,0,1,-3,-2,-2,3,0,0,-1,1,-5.08,-7.62,9,-2.01,0.2,1.3,0,0,-0.04999999999999999,0.19,0,0,-2,0,335.0,99.4444,-2
1,0,1,0,1,1,2,6,0,0,0,0.0,5.08,3,-1.27,-0.2,-3.31,0,0,-0.030000000000000027,-0.19,0,0,1,0,495.0,183.6364,0
1,0,0,1,1,5,3,23,0,0,0,2.54,2.54,6,-1.59,-1.0,-1.39,0,0,0.010000000000000009,-0.1,0,1,4,0,825.0,328.9474,-1
0,0,0,-1,1,-1,-3,-20,-5,-2,1,0.0,-2.54,-10,-0.09,0.5,0.64,-1,0,0.009999999999999953,0.14,0,1,-1,0,400.0,134.5455,1
0,0,-1,4,-3,-5,-2,-13,0,-4,1,2.54,0.0,-7,0.42,0.8,0.94,-1,0,0.13000000000000006,0.23000000000000004,0,0,-2,0,-270.0,-56.034499999999994,0
1,0,0,-1,0,1,2,6,0,0,0,-5.08,-15.24,-5,1.45,-0.2,0.96,0,0,-0.040000000000000036,0.12,0,0,1,0,450.0,160.0,0
0,0,0,-1,-1,-2,-2,-5,0,0,-3,-10.16,-15.24,-2,1.64,-1.8,2.17,0,0,-0.020000000000000018,0.04999999999999999,0,0,1,0,-240.0,-33.076899999999995,0
0,0,0,0,1,-3,-4,-20,0,-3,0,-7.62,-5.08,-4,1.12,1.0,0.04,0,0,0.030000000000000027,0.24,1,-1,0,0,-365.0,-111.2195,1
1,0,1,0,-1,-1,1,-1,0,0,-1,-15.24,-15.24,8,-1.89,-0.8,-1.49,0,0,-0.23000000000000004,-0.4,0,0,0,0,370.0,120.0,0
1,0,0,1,1,1,1,7,0,-1,-1,-7.62,-10.16,7,4.09,-2.1,-5.5,0,0,-0.14,-0.32999999999999996,0,0,3,0,1035.0,418.3333,0
0,0,0,0,-1,-2,-1,-13,0,1,0,5.08,-5.08,-7,2.09,0.0,-0.08,0,0,0.19999999999999996,-0.5,0,0,-3,0,250.0,40.9259,-1
1,0,0,0,0,-3,1,-9,0,-1,0,2.54,0.0,3,-0.37,-0.1,-0.27,0,0,-0.12,-0.09999999999999998,0,0,-2,0,505.0,189.2857,1
1,0,0,0,-1,-1,1,2,0,-1,-1,-12.7,-12.7,6,-2.91,-1.8,0.43,0,0,-0.07,0.0,0,1,0,0,-260.0,-48.5714,1
0,0,0,0,0,0,2,6,0,0,0,5.08,2.54,0,1.67,0.0,0.27,0,0,-0.02999999999999997,-0.3,1,-1,0,0,260.0,48.5714,0
1,0,-1,2,-1,-5,-5,-29,-4,-2,-2,5.08,0.0,-9,0.85,-0.2,-0.33,0,0,0.0,-0.25,0,-1,0,0,-370.0,-120.0,0
1,0,-1,1,-3,-1,2,8,0,1,-2,-10.16,-10.16,-2,1.19,-1.5,2.83,-1,1,0.02999999999999997,0.21999999999999997,0,-1,1,0,-435.0,-153.3333,-1
1,0,-1,0,1,4,3,11,-1,2,2,2.54,-2.54,-6,-0.1,1.6,0.43,0,0,0.04999999999999999,-0.06,0,-1,1,0,520.0,195.5172,0
1,0,0,-2,1,-5,-3,-26,-1,0,2,-15.24,-5.08,-5,0.05,0.4,1.76,0,0,0.06,0.36,0,-1,-6,0,335.0,99.4444,0
0,0,-2,1,0,-1,-5,-14,0,0,0,0.0,0.0,-5,1.58,1.6,2.15,0,0,0.11999999999999994,0.35000000000000003,0,-1,0,0,-250.0,-40.9259,-2
0,0,2,-1,-1,-1,2,4,0,0,-1,2.54,-2.54,5,-0.55,-0.5,1.35,0,0,0.16999999999999998,0.2,0,0,0,0,385.0,127.381,1
1,0,-1,2,1,1,1,4,0,0,1,5.08,2.54,-2,0.6,0.0,-0.06,1,0,-0.009999999999999953,0.15000000000000002,0,0,0,0,-250.0,-40.9259,0
1,0,-2,0,-1,-6,-10,-38,-1,-3,0,2.54,2.54,3,-2.45,0.3,2.39,0,0,0.010000000000000009,-0.07999999999999996,0,-1,-2,0,280.0,63.333299999999994,0
1,0,1,0,1,5,8,40,0,1,-2,0.0,0.0,4,3.34,-1.6,-1.53,-1,0,0.10999999999999999,-0.020000000000000018,0,0,6,0,410.0,140.5556,0
1,0,1,0,1,1,1,6,0,0,0,2.54,-5.08,8,0.41,-1.8,-0.07,0,0,-0.19,-0.10999999999999999,0,0,1,0,570.0,218.75,-1
0,0,0,-1,-1,-1,0,-3,0,1,1,0.0,-7.62,6,1.07,1.8,-0.09,0,0,0.04999999999999999,0.11000000000000004,0,-1,-2,0,670.0,263.6842,-1
1,0,0,-9,-6,-14,-5,-34,-1,2,-15,2.54,-10.16,1,3.39,-2.8,-2.06,-1,0,0.05999999999999994,-0.15000000000000002,0,0,-1,0,240.0,33.076899999999995,0
0,1,0,2,2,0,1,3,-3,-1,-2,-10.16,-5.08,5,-1.54,-0.1,1.67,-1,0,-0.019999999999999962,-0.18000000000000005,1,0,2,0,425.0,147.4468,0
1,0,1,0,9,12,2,37,2,3,5,7.62,12.7,2,0.02,0.0,-1.78,-1,0,-0.010000000000000009,-0.030000000000000027,0,1,3,0,620.0,241.4286,0
0,0,1,0,-3,-8,0,-10,-3,-12,4,5.08,10.16,-1,-0.54,-0.2,-0.91,0,-1,-0.030000000000000027,-0.12,1,-2,1,0,-470.0,-171.5385,-1
1,0,0,0,0,-4,-3,-18,0,1,-3,-7.62,-2.54,-3,1.43,-0.6,-0.72,0,0,-0.07999999999999996,-0.39,0,0,-2,0,10.0,8.281599999999997,0
1,0,0,1,-5,-10,-3,-39,0,-2,-1,10.16,10.16,-9,0.05,-0.3,-0.74,0,0,-0.06,-0.32999999999999996,0,0,-7,0,-240.0,-33.076899999999995,0
1,0,-1,3,0,-2,-1,-4,-1,-2,-1,-10.16,-12.7,1,-0.66,-0.4,-0.46,0,0,0.02999999999999997,0.30000000000000004,0,1,0,0,-400.0,-134.5455,0
1,0,0,0,2,2,1,7,-1,0,0,-2.54,5.08,3,-0.1,-0.1,0.12,-1,0,0.020000000000000018,-0.15999999999999998,0,1,1,0,470.0,171.5385,1
1,0,-2,2,0,6,3,5,0,5,1,5.08,5.08,1,0.45,0.4,0.71,-1,0,0.16999999999999993,0.04999999999999999,0,0,0,0,290.0,70.4839,1
1,0,0,-1,-1,-1,-1,-4,0,-1,0,5.08,0.0,1,2.01,0.0,-0.25,0,0,0.06,-1.0,0,0,0,0,825.0,328.9474,-2
1,0,0,-2,-2,-2,0,-7,0,2,0,0.0,10.16,-2,0.06,0.2,-0.62,0,0,0.020000000000000018,-0.16999999999999998,0,-1,-3,0,230.0,25.0,0
0,0,1,-1,0,0,1,1,0,1,0,2.54,2.54,4,0.66,-0.4,-0.6,0,0,0.0,-0.22,0,0,-1,0,700.0,275.0,0
0,0,0,-1,-1,0,1,2,0,-1,0,0.0,0.0,-1,1.29,0.7,1.58,0,0,0.08999999999999997,-0.08000000000000007,0,0,1,0,-360.0,-113.7179,0
1,0,-2,1,1,1,-2,-4,0,1,0,5.08,0.0,-3,-0.6,0.3,-0.28,0,0,0.020000000000000018,0.33999999999999997,0,0,0,0,-10.0,-8.281599999999997,0
0,0,-1,2,1,3,2,12,1,1,3,0.0,-2.54,-5,-1.26,0.5,-0.38,-1,0,0.03999999999999998,0.040000000000000036,0,0,-1,0,-10.0,-8.281599999999997,-2
1,0,0,-2,-5,-19,-13,-72,-5,-10,-1,0.0,2.54,-10,1.98,0.4,0.34,0,0,-0.010000000000000009,-0.019999999999999962,0,-1,-7,0,0.0,0.0,0
0,0,0,0,-1,-8,-6,-36,0,-3,0,-7.62,-5.08,-4,-0.53,0.4,0.96,0,0,0.14,0.33,0,-2,-3,0,470.0,171.5385,0
0,0,0,3,3,0,-3,-4,0,0,3,2.54,10.16,-5,-2.77,1.3,1.83,0,1,-0.030000000000000027,0.07,0,-1,-2,0,-400.0,-134.5455,-2
1,0,0,0,-5,-15,-8,-57,0,-4,-2,0.0,-7.62,-1,-0.13,-0.8,-2.52,0,0,0.13,-0.20999999999999996,0,-2,-7,0,310.0,84.3939,0
1,0,0,2,-2,-1,1,-12,0,0,8,0.0,0.0,2,0.15,1.5,0.81,0,0,0.030000000000000027,-0.030000000000000027,0,-3,-6,0,370.0,120.0,0
1,0,3,-4,-2,-1,8,18,0,1,-2,5.08,7.62,1,2.1,-0.8,-4.08,0,0,-0.07,-0.040000000000000036,0,-1,1,0,3000.0,995.0,1
0,0,0,0,1,1,0,4,0,0,0,0.0,-5.08,7,-1.91,-0.8,0.19,0,0,0.15999999999999998,0.25,0,0,1,0,230.0,25.0,1
1,0,0,0,0,0,-1,-5,0,1,0,7.62,7.62,1,-4.06,0.2,0.11,0,0,-0.040000000000000036,-0.21999999999999997,0,0,-1,0,10.0,8.281599999999997,2
1,0,1,0,-1,-1,1,-2,0,0,-1,2.54,-2.54,3,2.05,-0.5,-4.05,0,0,-0.07,-0.27999999999999997,0,0,0,0,425.0,147.4468,1
0,0,2,0,-1,-2,-2,-7,0,-1,0,2.54,-7.62,-2,-0.55,0.4,-4.34,0,0,-0.030000000000000027,-0.52,0,0,-1,0,370.0,120.0,1
0,0,0,-4,-1,8,6,32,3,3,1,-7.62,-7.62,-4,3.46,-0.5,1.47,-1,0,-0.040000000000000036,-0.07999999999999996,0,0,4,0,-425.0,-147.4468,1
0,0,0,3,0,-15,-15,-81,-1,-2,-3,7.62,5.08,-14,-1.08,0.6,0.04,0,0,0.15999999999999998,0.0,0,-3,-7,0,-230.0,-25.0,-1
1,0,0,0,-1,0,0,3,0,-3,3,5.08,7.62,4,-1.8,0.7,0.41,-1,1,-0.16000000000000003,-0.09999999999999998,0,-1,1,0,335.0,99.4444,2
0,0,0,0,0,-1,-2,-8,0,1,-1,0.0,-5.08,-4,0.96,0.2,-0.74,0,-1,0.02999999999999997,-0.13999999999999999,0,-1,0,0,-10.0,-8.281599999999997,-2
0,0,0,0,1,0,2,12,0,-1,0,-2.54,-7.62,2,2.02,-0.3,-1.88,0,0,-0.09000000000000008,-0.2,0,0,1,0,-400.0,-134.5455,0
0,0,0,0,-1,-3,-2,-10,0,-2,0,0.0,-5.08,-8,0.12,0.0,0.15,0,0,0.04999999999999999,-0.72,0,-2,1,0,-230.0,-25.0,2
1,0,0,0,-1,-2,1,-2,0,0,-2,-5.08,-15.24,8,0.76,-0.8,-0.16,0,0,-0.20999999999999996,0.2,0,0,0,0,1080.0,434.127,0
1,0,-1,0,0,0,-1,-4,0,0,0,5.08,5.08,6,-3.32,0.0,-1.45,0,0,-0.09999999999999998,-0.46,0,0,0,0,410.0,140.5556,-2
1,0,-1,0,0,0,-1,-1,0,0,0,-2.54,2.54,-1,1.52,-1.8,-2.9,0,0,-0.020000000000000018,-0.15999999999999998,0,0,0,0,280.0,63.333299999999994,-2
0,0,2,-2,-2,-2,-1,-4,0,-1,0,-2.54,10.16,3,-1.77,0.0,1.5,0,0,-0.050000000000000044,0.13,0,0,-1,0,230.0,25.0,0
0,0,1,0,0,0,1,4,0,0,0,10.16,5.08,8,-4.82,0.0,0.71,0,0,0.16999999999999993,0.33,0,0,0,0,1350.0,537.5,0
0,0,0,2,0,-3,0,10,1,-7,-4,0.0,-7.62,3,-0.68,-0.4,1.28,-1,0,-0.09000000000000002,-0.14,0,0,8,0,335.0,99.4444,0
1,0,0,-1,-1,-1,0,-3,0,-1,1,0.0,-10.16,0,-1.81,0.0,-0.21,0,0,-0.20999999999999996,-0.3,0,0,-1,0,-220.0,-16.666700000000006,-1
0,0,-1,0,-4,-4,-1,-12,0,-2,-1,-5.08,0.0,-1,-0.79,-2.0,-0.11,0,0,-0.08000000000000002,0.78,0,0,-1,0,335.0,99.4444,0
1,0,1,0,-1,-2,1,-2,-1,0,-2,5.08,0.0,-5,0.22,-1.3,-0.02,0,-1,-0.18,0.010000000000000009,0,0,0,0,280.0,63.333299999999994,0
1,0,1,-3,-2,-2,1,-5,0,1,-1,-5.08,-10.16,-7,-0.53,-1.9,-2.29,0,0,-0.08999999999999997,-0.08999999999999997,0,0,-2,0,1080.0,434.127,0
1,0,0,0,-1,-1,0,-1,0,0,0,-7.62,-5.08,-5,-1.89,0.2,0.61,0,0,-0.11000000000000004,-0.18999999999999995,0,0,-1,0,385.0,127.381,0
1,0,-1,0,1,-1,-4,-11,0,3,0,-5.08,-5.08,2,-0.41,0.3,-0.39,0,0,0.020000000000000018,0.08000000000000002,0,0,-4,0,350.0,107.36840000000001,0
0,0,0,0,2,0,-1,-2,1,0,0,0.0,2.54,-10,2.19,0.0,-0.11,-1,0,-0.06000000000000005,0.06,0,0,0,0,-910.0,-365.9524,0
1,0,0,0,-3,-5,-1,-17,0,0,0,7.62,2.54,-4,-1.44,0.0,-1.58,0,0,-0.14000000000000007,-0.26,0,-1,-4,0,1015.0,408.0508,-2
1,0,3,-1,-1,-1,1,1,0,0,0,7.62,0.0,9,-0.65,0.2,-3.15,0,0,0.04999999999999999,-0.15999999999999998,0,0,-1,0,-250.0,-40.9259,-1
0,0,0,0,0,0,-1,-3,0,0,0,17.78,5.08,-5,0.43,0.2,0.21,0,0,0.050000000000000044,0.25,0,0,0,0,-545.0,-207.2131,0
1,0,0,-1,-2,-3,-1,-7,0,-1,-2,5.08,2.54,6,0.52,-0.3,-0.15,0,0,-0.13,0.04999999999999999,0,0,0,0,-250.0,-40.9259,1
0,0,2,0,0,0,2,4,0,0,0,2.54,-5.08,0,-0.69,0.0,0.85,0,0,0.010000000000000009,0.3,0,0,0,0,435.0,153.3333,0
1,0,1,0,-2,-2,1,-5,0,0,0,15.24,17.78,4,0.01,0.5,-1.51,0,-1,0.020000000000000018,-0.4,0,-1,-1,0,280.0,63.333299999999994,0
1,1,0,-9,-7,-3,5,1,-7,1,2,2.54,2.54,2,-2.23,0.4,-1.08,-1,0,-0.15000000000000008,0.07,0,-1,-5,0,1035.0,418.3333,0
1,1,0,-5,1,-4,-2,-11,-1,3,-4,0.0,-10.16,-3,0.53,-0.6,-0.58,-1,0,0.010000000000000009,0.24,0,0,-2,0,-720.0,-285.6098,-2
0,0,0,3,-2,-9,-4,-37,-1,-1,-2,10.16,10.16,-8,2.43,2.2,1.75,-1,0,0.09999999999999998,0.08000000000000002,0,0,-6,0,-885.0,-355.3922,0
1,0,-1,3,-1,3,3,21,0,1,-3,-7.62,-7.62,3,1.35,-1.1,-0.27,-1,0,0.07999999999999996,-0.01999999999999999,0,-1,6,0,230.0,25.0,0
0,0,0,0,-1,-4,-2,-15,0,0,0,-5.08,0.0,-2,-0.06,-0.2,0.08,0,0,0.02999999999999997,0.12,0,1,-5,0,230.0,25.0,0
1,0,1,-1,-1,-1,1,2,0,-1,0,-10.16,-5.08,4,-1.01,-0.3,1.23,0,0,-0.040000000000000036,-0.25000000000000006,0,0,0,0,720.0,285.6098,0
1,0,0,-1,-1,-2,-2,-8,0,0,-2,10.16,2.54,0,-1.78,-1.9,-5.96,0,0,-0.14999999999999997,-0.24,0,0,0,0,360.0,113.7179,0
0,0,-1,3,1,6,3,28,2,-3,3,2.54,2.54,6,0.36,0.1,-0.66,-1,0,0.050000000000000044,-0.19999999999999996,0,2,4,0,-290.0,-70.4839,0
0,0,-1,1,-2,-5,-4,-19,0,0,-4,-2.54,-2.54,0,0.5,-0.6,1.86,0,0,-0.019999999999999962,0.27999999999999997,0,0,-1,0,-320.0,-91.1765,2
1,0,-1,0,-1,-6,-4,-14,0,0,-6,5.08,0.0,-15,1.67,-1.9,-1.64,0,0,-0.03999999999999998,0.03999999999999998,0,-1,1,0,-280.0,-63.333299999999994,0
1,0,2,-1,0,0,2,6,0,0,1,-2.54,0.0,-7,-0.63,0.8,-1.28,0,0,0.030000000000000027,-0.18999999999999997,0,0,-1,0,230.0,25.0,0
1,0,-1,0,-3,-5,-3,-21,0,-3,-1,0.0,-7.62,-5,-0.1,-0.3,1.44,0,0,0.010000000000000009,0.21999999999999997,0,0,-1,0,370.0,120.0,1
1,0,1,-1,-1,-6,-2,-29,-1,-1,0,-2.54,-10.16,1,2.51,0.0,-5.69,-1,0,0.0,-0.53,0,0,-5,0,1035.0,418.3333,0
0,0,-2,2,0,-2,-4,-10,2,-1,-1,-2.54,2.54,-8,-2.43,0.3,-1.11,-1,0,-0.08000000000000002,-0.10000000000000003,0,0,0,0,-545.0,-207.2131,0
0,0,0,0,-5,-9,-6,-29,0,-9,-1,0.0,-7.62,-9,1.59,-1.0,-1.55,0,0,-0.07000000000000006,-0.24000000000000002,0,0,1,0,-10.0,-8.281599999999997,-1
0,0,0,-1,0,3,2,7,1,2,0,-5.08,5.08,0,1.51,-0.4,-1.99,-1,-1,-0.15000000000000002,0.09000000000000002,0,1,0,0,790.0,317.7778,0
1,0,0,2,-4,-12,-1,-37,0,-2,-1,-10.16,-10.16,2,0.48,0.1,-0.7,-1,0,0.02999999999999997,0.009999999999999953,1,-1,-9,0,505.0,189.2857,0
1,0,-2,2,-1,-3,-5,-22,0,0,0,2.54,-10.16,1,2.86,0.0,-3.29,0,0,0.13,-0.43,0,0,-3,0,-250.0,-40.9259,0
1,0,-1,4,-1,-6,-6,-25,-1,-1,-3,-2.54,2.54,-14,4.23,-0.5,-3.18,-1,0,0.10000000000000003,-0.19,0,0,-2,0,-495.0,-183.6364,0
1,0,0,-2,0,-2,0,-13,0,2,0,-5.08,7.62,2,0.66,-0.1,0.26,0,-1,-0.22999999999999998,0.2,0,-2,-2,0,-290.0,-70.4839,0
1,0,0,-1,-1,-1,0,-1,0,0,-1,10.16,7.62,2,-2.4,-3.8,-4.68,0,0,-0.23000000000000004,-0.18,0,0,0,0,1650.0,640.0,1
0,0,-1,3,1,-1,-4,-17,-1,2,-1,7.62,2.54,-1,1.91,-0.1,0.75,-1,0,0.02999999999999997,0.14999999999999997,0,0,-2,0,-885.0,-355.3922,0
1,0,0,1,0,-2,-1,-9,0,0,0,-2.54,5.08,0,-0.14,-0.6,-0.8,-1,0,-0.09000000000000002,-0.15000000000000002,0,-2,0,0,-230.0,-25.0,0
1,0,0,0,-2,-2,0,-6,0,-1,0,-2.54,-7.62,-5,-1.43,-0.2,-0.14,0,0,-0.10999999999999999,-0.010000000000000009,0,0,-1,0,-280.0,-63.333299999999994,0
0,0,0,3,0,-4,-3,-31,2,-1,1,-5.08,-5.08,-5,2.94,1.4,2.82,-1,0,0.10000000000000009,0.37,0,-1,-3,0,-250.0,-40.9259,0
1,0,1,-8,-4,3,7,18,0,6,0,10.16,12.7,4,1.58,0.0,-0.2,-1,0,0.07,-0.12999999999999995,0,0,-3,0,0.0,0.0,-1
1,0,0,0,0,0,2,6,0,-1,0,-5.08,-5.08,9,-1.29,-1.7,-0.51,0,0,0.0,0.0,0,0,1,0,280.0,63.333299999999994,-1
1,0,-1,0,-3,-6,-3,-21,0,2,-7,-2.54,2.54,-2,0.37,-1.0,-1.14,0,0,-0.2,-0.21999999999999997,0,0,-1,0,910.0,365.9524,1
1,0,0,1,-1,0,-2,-7,0,0,0,5.08,17.78,-3,-0.58,0.1,-1.5,0,0,0.010000000000000009,0.010000000000000009,0,1,-1,0,260.0,48.5714,0
0,0,0,2,2,2,-2,-1,1,1,0,-15.24,-20.32,-8,1.24,1.3,1.42,0,0,0.040000000000000036,0.33000000000000007,0,0,1,0,-1035.0,-418.3333,0
0,0,1,0,2,5,3,17,0,0,3,7.62,0.0,-2,-0.76,0.7,-0.1,0,0,-0.010000000000000009,0.14999999999999997,0,1,1,0,435.0,153.3333,-1
0,0,-2,2,-1,-3,-3,-18,1,0,0,0.0,20.32,-11,3.45,-0.1,-1.01,-1,0,0.0,-0.23,0,-1,-2,0,-620.0,-241.4286,-1
0,0,-1,4,-2,-1,-2,-4,0,-1,1,0.0,-2.54,4,-1.93,0.2,-0.61,-1,1,-0.09000000000000002,-0.18,0,0,-1,0,370.0,120.0,0
1,0,0,-2,-2,-2,0,-3,0,0,-2,-5.08,-10.16,5,1.44,-0.4,-1.37,0,0,-0.04999999999999993,0.020000000000000018,1,-1,0,0,240.0,33.076899999999995,0
0,0,1,-2,-2,-2,1,-5,0,0,0,0.0,12.7,7,-0.34,-0.4,-1.64,0,0,0.08999999999999997,0.020000000000000018,0,0,-2,0,535.0,201.6667,0
1,0,0,1,1,1,1,7,0,0,0,0.0,-7.62,9,1.58,0.0,-0.69,0,1,0.04999999999999999,0.09000000000000002,0,0,1,0,850.0,339.5918,-1
0,0,0,6,3,-7,-7,-30,0,-7,0,2.54,-2.54,-9,-0.08,-0.1,0.14,-1,0,0.050000000000000044,-0.020000000000000018,0,0,0,0,-1080.0,-434.127,0
